Nama Broker,Kode Broker,Nama Emiten,Nama Perusahaan,Tanggal,Buy Value,Buy Lot,Buy Avg,Sell Value,Sell Lot,Sell Avg,Open Price,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Persentase Selisih
MANDIRI SEKURITAS,CC,ABDA,Asuransi Bina Dana Arta Tbk.,1/29/2026,260K,1,2.6,,,,0.0,0.0,2600.0,2590.0,2590.0,-280.0,-10.81%
MANDIRI SEKURITAS,CC,ABDA,Asuransi Bina Dana Arta Tbk.,2/2/2026,3M,13,2.34,,,,0.0,0.0,2340.0,2340.0,2340.0,0.0,0.00%
BRI Danareksa Sekuritas,OD,ABDA,Asuransi Bina Dana Arta Tbk.,2/2/2026,1.2M,5,2.34,,,,0.0,0.0,2340.0,2340.0,2340.0,0.0,0.00%
MANDIRI SEKURITAS,CC,ABDA,,2/3/2026,234K,1,2.34,,,,,,,,,,
BRI Danareksa Sekuritas,OD,ABDA,,2/3/2026,,,,234K,1,2.34,,,,,,,
MANDIRI SEKURITAS,CC,ABDA,,2/4/2026,234K,1,2.34,,,,,,,,,,
BRI Danareksa Sekuritas,OD,ABDA,,2/4/2026,,,,234K,1,2.34,,,,,,,
MANDIRI SEKURITAS,CC,AIMS,Artha Mahiya Investama Tbk.,1/28/2026,20.6M,347,595,,,,595.0,595.0,595.0,595.0,595.0,-105.0,-17.65%
BNI Sekuritas,NI,AIMS,Artha Mahiya Investama Tbk.,1/28/2026,28M,471,595,,,,595.0,595.0,595.0,595.0,595.0,-105.0,-17.65%
BRI Danareksa Sekuritas,OD,AIMS,Artha Mahiya Investama Tbk.,1/28/2026,2M,34,595,,,,595.0,595.0,595.0,595.0,595.0,-105.0,-17.65%
MANDIRI SEKURITAS,CC,AIMS,Artha Mahiya Investama Tbk.,1/29/2026,271.4M,5.321,510,,,,510.0,510.0,510.0,510.0,510.0,-85.0,-16.67%
BNI Sekuritas,NI,AIMS,Artha Mahiya Investama Tbk.,1/29/2026,2.7M,53,510,,,,510.0,510.0,510.0,510.0,510.0,-85.0,-16.67%
MANDIRI SEKURITAS,CC,AIMS,Artha Mahiya Investama Tbk.,1/30/2026,260.4M,5.815,448,,,,452.0,460.0,494.0,434.0,438.0,-72.0,-16.44%
BNI Sekuritas,NI,AIMS,Artha Mahiya Investama Tbk.,1/30/2026,185.5M,4.088,454,911.4M,20.758,439,452.0,460.0,494.0,434.0,438.0,-72.0,-16.44%
MANDIRI SEKURITAS,CC,AIMS,Artha Mahiya Investama Tbk.,2/2/2026,58M,1.513,384,76.6M,2.033,377,400.0,400.0,402.0,374.0,374.0,-64.0,-17.11%
BNI Sekuritas,NI,AIMS,Artha Mahiya Investama Tbk.,2/2/2026,25.7M,668,385,54.7M,1.454,376,400.0,400.0,402.0,374.0,374.0,-64.0,-17.11%
MANDIRI SEKURITAS,CC,AKSI,Mineral Sumberdaya Mandiri Tbk.,1/28/2026,205.5M,"4,906",419,47.9M,"1,146",418,452.0,452.0,452.0,404.0,408.0,-66.0,-16.18%
BNI Sekuritas,NI,AKSI,Mineral Sumberdaya Mandiri Tbk.,1/28/2026,,,,154.1M,"3,632",424,452.0,452.0,452.0,404.0,408.0,-66.0,-16.18%
BRI Danareksa Sekuritas,OD,AKSI,Mineral Sumberdaya Mandiri Tbk.,1/28/2026,,,,16.8M,374,450,452.0,452.0,452.0,404.0,408.0,-66.0,-16.18%
MANDIRI SEKURITAS,CC,AKSI,Mineral Sumberdaya Mandiri Tbk.,1/29/2026,64.9M,"1,720",377,67.4M,"1,580",427,408.0,402.0,450.0,348.0,390.0,-18.0,-4.62%
BNI Sekuritas,NI,AKSI,Mineral Sumberdaya Mandiri Tbk.,1/29/2026,,,,2.4M,58,408,408.0,402.0,450.0,348.0,390.0,-18.0,-4.62%
BRI Danareksa Sekuritas,OD,AKSI,Mineral Sumberdaya Mandiri Tbk.,1/29/2026,15.6M,378,414,12.4M,314,396,408.0,402.0,450.0,348.0,390.0,-18.0,-4.62%
MANDIRI SEKURITAS,CC,AKSI,Mineral Sumberdaya Mandiri Tbk.,1/30/2026,15.9M,394,403,2.3M,57,403,390.0,392.0,410.0,390.0,402.0,12.0,2.99%
BNI Sekuritas,NI,AKSI,Mineral Sumberdaya Mandiri Tbk.,1/30/2026,988K,25,395,804K,20,402,390.0,392.0,410.0,390.0,402.0,12.0,2.99%
BRI Danareksa Sekuritas,OD,AKSI,Mineral Sumberdaya Mandiri Tbk.,1/30/2026,1M,25,404,1.3M,31,408,390.0,392.0,410.0,390.0,402.0,12.0,2.99%
MANDIRI SEKURITAS,CC,AKSI,Mineral Sumberdaya Mandiri Tbk.,2/2/2026,14.6M,389,374,12.6M,341,369,402.0,400.0,402.0,342.0,344.0,-58.0,-16.86%
BNI Sekuritas,NI,AKSI,Mineral Sumberdaya Mandiri Tbk.,2/2/2026,,,,527.2K,14,377,402.0,400.0,402.0,342.0,344.0,-58.0,-16.86%
BRI Danareksa Sekuritas,OD,AKSI,Mineral Sumberdaya Mandiri Tbk.,2/2/2026,41.9M,"1,119",374,,,,402.0,400.0,402.0,342.0,344.0,-58.0,-16.86%
MANDIRI SEKURITAS,CC,ALII,Ancara Logistics Indonesia Tbk.,1/28/2026,1.1B,"13,209",804,1B,"13,123",794,800.0,800.0,840.0,785.0,785.0,-135.0,-17.20%
MANDIRI SEKURITAS,CC,ALII,Ancara Logistics Indonesia Tbk.,1/29/2026,1.7B,"24,127",720,1.7B,"21,835",761,675.0,685.0,820.0,675.0,795.0,10.0,1.26%
MANDIRI SEKURITAS,CC,ALII,Ancara Logistics Indonesia Tbk.,1/30/2026,483.8M,"6,233",776,1.1B,"13,468",799,850.0,860.0,865.0,745.0,765.0,-30.0,-3.92%
BRI Danareksa Sekuritas,OD,ALII,Ancara Logistics Indonesia Tbk.,1/30/2026,313.8M,"3,950",795,,,,850.0,860.0,865.0,745.0,765.0,-30.0,-3.92%
MANDIRI SEKURITAS,CC,ALII,Ancara Logistics Indonesia Tbk.,2/2/2026,1.5B,"22,407",687,196.5M,"2,864",686,790.0,790.0,790.0,655.0,655.0,-110.0,-16.79%
MANDIRI SEKURITAS,CC,ALKA,Alakasa Industrindo Tbk,1/28/2026,52.3M,758,690,12.4M,182,682,780.0,775.0,780.0,670.0,670.0,-115.0,-17.16%
BNI Sekuritas,NI,ALKA,Alakasa Industrindo Tbk,1/28/2026,32.1M,470,682,22.8M,330,692,780.0,775.0,780.0,670.0,670.0,-115.0,-17.16%
BRI Danareksa Sekuritas,OD,ALKA,Alakasa Industrindo Tbk,1/28/2026,,,,5.1M,76,670,780.0,775.0,780.0,670.0,670.0,-115.0,-17.16%
MANDIRI SEKURITAS,CC,ALKA,Alakasa Industrindo Tbk,1/29/2026,31M,533,582,46.4M,804,577,580.0,570.0,645.0,570.0,600.0,-70.0,-11.67%
BNI Sekuritas,NI,ALKA,Alakasa Industrindo Tbk,1/29/2026,26.4M,458,576,,,,580.0,570.0,645.0,570.0,600.0,-70.0,-11.67%
BRI Danareksa Sekuritas,OD,ALKA,Alakasa Industrindo Tbk,1/29/2026,3M,50,608,3.5M,60,577,580.0,570.0,645.0,570.0,600.0,-70.0,-11.67%
MANDIRI SEKURITAS,CC,ALKA,Alakasa Industrindo Tbk,1/30/2026,70.3M,1.09,645,107M,1.637,654,605.0,620.0,705.0,575.0,615.0,15.0,2.44%
BNI Sekuritas,NI,ALKA,Alakasa Industrindo Tbk,1/30/2026,2.9M,46,633,12M,176,682,605.0,620.0,705.0,575.0,615.0,15.0,2.44%
BRI Danareksa Sekuritas,OD,ALKA,Alakasa Industrindo Tbk,1/30/2026,36.5M,580,629,5.4M,88,612,605.0,620.0,705.0,575.0,615.0,15.0,2.44%
MANDIRI SEKURITAS,CC,ALKA,Alakasa Industrindo Tbk,2/2/2026,5.6M,97,579,4.7M,78,604,615.0,615.0,615.0,525.0,525.0,-90.0,-17.14%
BRI Danareksa Sekuritas,OD,ALKA,Alakasa Industrindo Tbk,2/2/2026,11M,179,614,7M,117,594,615.0,615.0,615.0,525.0,525.0,-90.0,-17.14%
MANDIRI SEKURITAS,CC,APEX,Apexindo Pratama Duta Tbk.,1/28/2026,4B,196.956,205,1.8B,88.317,209,210.0,208.0,222.0,196.0,196.0,-34.0,-17.35%
BNI Sekuritas,NI,APEX,Apexindo Pratama Duta Tbk.,1/28/2026,616.6M,30.306,203,662.6M,32.058,207,210.0,208.0,222.0,196.0,196.0,-34.0,-17.35%
BRI Danareksa Sekuritas,OD,APEX,Apexindo Pratama Duta Tbk.,1/28/2026,175.7M,8.708,202,,,,210.0,208.0,222.0,196.0,196.0,-34.0,-17.35%
MANDIRI SEKURITAS,CC,APEX,Apexindo Pratama Duta Tbk.,1/29/2026,3.2B,182.696,177,2B,110.148,184,196.0,197.0,200.0,167.0,189.0,-7.0,-3.70%
BNI Sekuritas,NI,APEX,Apexindo Pratama Duta Tbk.,1/29/2026,175.5M,9.436,186,175.7M,9.952,177,196.0,197.0,200.0,167.0,189.0,-7.0,-3.70%
BRI Danareksa Sekuritas,OD,APEX,Apexindo Pratama Duta Tbk.,1/29/2026,,,,112.5M,6.168,182,196.0,197.0,200.0,167.0,189.0,-7.0,-3.70%
MANDIRI SEKURITAS,CC,APEX,Apexindo Pratama Duta Tbk.,1/30/2026,886.9M,44.27,200,1B,51.705,200,202.0,204.0,208.0,191.0,204.0,15.0,7.35%
BNI Sekuritas,NI,APEX,Apexindo Pratama Duta Tbk.,1/30/2026,240.4M,12.029,200,262.4M,13.162,199,202.0,204.0,208.0,191.0,204.0,15.0,7.35%
BRI Danareksa Sekuritas,OD,APEX,Apexindo Pratama Duta Tbk.,1/30/2026,86.6M,4.298,201,,,,202.0,204.0,208.0,191.0,204.0,15.0,7.35%
MANDIRI SEKURITAS,CC,APEX,Apexindo Pratama Duta Tbk.,2/2/2026,1.2B,67.163,184,411.2M,22.62,182,202.0,200.0,202.0,174.0,175.0,-29.0,-16.57%
BNI Sekuritas,NI,APEX,Apexindo Pratama Duta Tbk.,2/2/2026,384.8M,20.897,184,83.3M,4.584,182,202.0,200.0,202.0,174.0,175.0,-29.0,-16.57%
BRI Danareksa Sekuritas,OD,APEX,Apexindo Pratama Duta Tbk.,2/2/2026,,,,106.3M,5.969,178,202.0,200.0,202.0,174.0,175.0,-29.0,-16.57%
MANDIRI SEKURITAS,CC,APEX,,2/3/2026,1.1B,59.226,182,336.2M,18.059,186,,,,,,,
BNI Sekuritas,NI,APEX,,2/3/2026,76.2M,4.135,184,423.4M,22.9,185,,,,,,,
MANDIRI SEKURITAS,CC,APEX,,2/4/2026,66.8B,"4,307,307",155,67.8B,"4,407,131",154,,,,,,,
BNI Sekuritas,NI,APEX,,2/4/2026,12.3B,786.822,157,,,,,,,,,,
MANDIRI SEKURITAS,CC,ARKO,Arkora Hydro Tbk.,1/28/2026,222.6M,211,10.55,,,,0.0,0.0,10550.0,10550.0,10550.0,-1150.0,-10.90%
BRI Danareksa Sekuritas,OD,ARKO,Arkora Hydro Tbk.,1/28/2026,,,,361.9M,343,10.55,0.0,0.0,10550.0,10550.0,10550.0,-1150.0,-10.90%
MANDIRI SEKURITAS,CC,ARKO,Arkora Hydro Tbk.,1/29/2026,3.8M,4,9.5,,,,0.0,0.0,9500.0,9500.0,9500.0,-1050.0,-11.05%
BNI Sekuritas,NI,ARKO,Arkora Hydro Tbk.,1/29/2026,4.8M,5,9.5,,,,0.0,0.0,9500.0,9500.0,9500.0,-1050.0,-11.05%
MANDIRI SEKURITAS,CC,ARKO,Arkora Hydro Tbk.,1/30/2026,,,,177M,207,8.55,0.0,0.0,8550.0,8550.0,8550.0,-950.0,-11.11%
BRI Danareksa Sekuritas,OD,ARKO,Arkora Hydro Tbk.,1/30/2026,470.3M,550,8.55,477.1M,558,8.55,0.0,0.0,8550.0,8550.0,8550.0,-950.0,-11.11%
MANDIRI SEKURITAS,CC,ARKO,Arkora Hydro Tbk.,2/2/2026,99.3M,129,7.7,,,,0.0,0.0,7700.0,7700.0,7700.0,-850.0,-11.04%
BNI Sekuritas,NI,ARKO,Arkora Hydro Tbk.,2/2/2026,5.4M,7,7.7,,,,0.0,0.0,7700.0,7700.0,7700.0,-850.0,-11.04%
MANDIRI SEKURITAS,CC,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,1/28/2026,1.8B,"85,036",209,1.6B,"73,488",218,218.0,216.0,236.0,198.0,199.0,-33.0,-16.58%
BNI Sekuritas,NI,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,1/28/2026,60.5M,"2,867",211,203.9M,"9,472",215,218.0,216.0,236.0,198.0,199.0,-33.0,-16.58%
BRI Danareksa Sekuritas,OD,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,1/28/2026,204.8M,"9,766",210,270.7M,"13,537",200,218.0,216.0,236.0,198.0,199.0,-33.0,-16.58%
MANDIRI SEKURITAS,CC,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,1/29/2026,996.7M,"56,109",178,1.3B,"68,591",182,180.0,180.0,196.0,170.0,180.0,-19.0,-10.56%
BNI Sekuritas,NI,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,1/29/2026,,,,63.6M,"3,543",180,180.0,180.0,196.0,170.0,180.0,-19.0,-10.56%
BRI Danareksa Sekuritas,OD,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,1/29/2026,97.6M,"5,532",176,74.1M,"4,194",177,180.0,180.0,196.0,170.0,180.0,-19.0,-10.56%
MANDIRI SEKURITAS,CC,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,1/30/2026,1.8B,"87,605",202,1.7B,"81,873",202,190.0,190.0,212.0,183.0,202.0,22.0,10.89%
BRI Danareksa Sekuritas,OD,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,1/30/2026,211.4M,"10,495",201,179M,"9,117",196,190.0,190.0,212.0,183.0,202.0,22.0,10.89%
MANDIRI SEKURITAS,CC,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,2/2/2026,814.6M,"44,782",182,448.8M,"23,561",190,204.0,206.0,208.0,172.0,172.0,-30.0,-17.44%
BNI Sekuritas,NI,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,2/2/2026,126.6M,"7,313",173,60.7M,"3,487",174,204.0,206.0,208.0,172.0,172.0,-30.0,-17.44%
BRI Danareksa Sekuritas,OD,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,2/2/2026,18.4M,"1,036",178,29.3M,"1,677",174,204.0,206.0,208.0,172.0,172.0,-30.0,-17.44%
MANDIRI SEKURITAS,CC,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,1/28/2026,121.6M,3.18,382,27.5M,722,381,410.0,410.0,412.0,364.0,364.0,-62.0,-17.03%
MANDIRI SEKURITAS,CC,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,1/29/2026,59.5M,1.846,322,74.7M,2.35,318,358.0,350.0,358.0,310.0,316.0,-48.0,-15.19%
BNI Sekuritas,NI,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,1/29/2026,,,,4.2M,129,328,358.0,350.0,358.0,310.0,316.0,-48.0,-15.19%
BRI Danareksa Sekuritas,OD,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,1/29/2026,16.6M,534,312,41.5M,1.267,328,358.0,350.0,358.0,310.0,316.0,-48.0,-15.19%
MANDIRI SEKURITAS,CC,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,1/30/2026,37.1M,1.243,299,49M,1.598,307,286.0,310.0,338.0,286.0,288.0,-28.0,-9.72%
BNI Sekuritas,NI,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,1/30/2026,,,,165.5M,5.607,295,286.0,310.0,338.0,286.0,288.0,-28.0,-9.72%
BRI Danareksa Sekuritas,OD,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,1/30/2026,3.3M,109,301,3.4M,100,338,286.0,310.0,338.0,286.0,288.0,-28.0,-9.72%
MANDIRI SEKURITAS,CC,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,2/2/2026,41.2M,1.539,268,39.8M,1.467,271,288.0,290.0,308.0,246.0,268.0,-20.0,-7.46%
BNI Sekuritas,NI,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,2/2/2026,8.4M,309,271,228.2M,8.425,271,288.0,290.0,308.0,246.0,268.0,-20.0,-7.46%
BRI Danareksa Sekuritas,OD,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,2/2/2026,27.4M,1.079,254,27.4M,1,274,288.0,290.0,308.0,246.0,268.0,-20.0,-7.46%
MANDIRI SEKURITAS,CC,BEER,Jobubu Jarum Minahasa Tbk.,1/28/2026,62.6M,3.574,175,67.1M,3.822,175,196.0,196.0,199.0,167.0,174.0,-22.0,-12.64%
BNI Sekuritas,NI,BEER,Jobubu Jarum Minahasa Tbk.,1/28/2026,,,,22.6M,1.322,171,196.0,196.0,199.0,167.0,174.0,-22.0,-12.64%
BRI Danareksa Sekuritas,OD,BEER,Jobubu Jarum Minahasa Tbk.,1/28/2026,,,,27.9M,1.613,173,196.0,196.0,199.0,167.0,174.0,-22.0,-12.64%
MANDIRI SEKURITAS,CC,BEER,Jobubu Jarum Minahasa Tbk.,1/29/2026,4M,266,150,22.2M,1.174,189,174.0,174.0,193.0,148.0,175.0,1.0,0.57%
BRI Danareksa Sekuritas,OD,BEER,Jobubu Jarum Minahasa Tbk.,1/29/2026,11.7M,688,170,,,,174.0,174.0,193.0,148.0,175.0,1.0,0.57%
MANDIRI SEKURITAS,CC,BEER,Jobubu Jarum Minahasa Tbk.,1/30/2026,8.1M,464,175,1.9M,104,181,181.0,181.0,182.0,167.0,171.0,-4.0,-2.34%
BNI Sekuritas,NI,BEER,Jobubu Jarum Minahasa Tbk.,1/30/2026,1.1M,62,171,179K,10,179,181.0,181.0,182.0,167.0,171.0,-4.0,-2.34%
BRI Danareksa Sekuritas,OD,BEER,Jobubu Jarum Minahasa Tbk.,1/30/2026,348.4K,20,174,,,,181.0,181.0,182.0,167.0,171.0,-4.0,-2.34%
MANDIRI SEKURITAS,CC,BEER,Jobubu Jarum Minahasa Tbk.,2/2/2026,11.5M,758,152,26.6M,1.817,146,171.0,171.0,171.0,146.0,146.0,-25.0,-17.12%
BRI Danareksa Sekuritas,OD,BEER,Jobubu Jarum Minahasa Tbk.,2/2/2026,8.2M,553,148,29.4M,1.943,151,171.0,171.0,171.0,146.0,146.0,-25.0,-17.12%
MANDIRI SEKURITAS,CC,BEER,,2/3/2026,11.2M,674,166,42.6M,2.537,168,,,,,,,
BRI Danareksa Sekuritas,OD,BEER,,2/3/2026,13M,1.003,129,22.3M,1.486,150,,,,,,,
MANDIRI SEKURITAS,CC,BEER,,2/4/2026,11.2M,674,166,42.6M,2.537,168,,,,,,,
BRI Danareksa Sekuritas,OD,BEER,,2/4/2026,13M,1.003,129,22.3M,1.486,150,,,,,,,
MANDIRI SEKURITAS,CC,BIPI,Astrindo Nusantara Infrastruktur Tbk.,1/28/2026,226.7M,11.452,198,,,,0.0,0.0,198.0,198.0,198.0,-22.0,-11.11%
BRI Danareksa Sekuritas,OD,BIPI,Astrindo Nusantara Infrastruktur Tbk.,1/28/2026,,,,49.5M,2.5,198,0.0,0.0,198.0,198.0,198.0,-22.0,-11.11%
MANDIRI SEKURITAS,CC,BIPI,Astrindo Nusantara Infrastruktur Tbk.,1/29/2026,893.6M,49.924,179,,,,0.0,0.0,179.0,179.0,179.0,-19.0,-10.61%
BRI Danareksa Sekuritas,OD,BIPI,Astrindo Nusantara Infrastruktur Tbk.,1/29/2026,,,,82.3M,4.6,179,0.0,0.0,179.0,179.0,179.0,-19.0,-10.61%
MANDIRI SEKURITAS,CC,BIPI,Astrindo Nusantara Infrastruktur Tbk.,2/2/2026,684.9M,40.083,171,1.3B,72.431,174,190.0,190.0,190.0,167.0,167.0,-29.0,-17.37%
BNI Sekuritas,NI,BIPI,Astrindo Nusantara Infrastruktur Tbk.,2/2/2026,519.5M,30.606,170,,,,190.0,190.0,190.0,167.0,167.0,-29.0,-17.37%
MANDIRI SEKURITAS,CC,BKSL,Sentul City Tbk.,1/28/2026,47.1B,"2,984,535",158,38.9B,"2,456,446",158,153.0,155.0,169.0,153.0,153.0,-26.0,-16.99%
BNI Sekuritas,NI,BKSL,Sentul City Tbk.,1/28/2026,17.4B,"1,106,187",158,19.6B,"1,254,448",156,153.0,155.0,169.0,153.0,153.0,-26.0,-16.99%
BRI Danareksa Sekuritas,OD,BKSL,Sentul City Tbk.,1/28/2026,,,,13.3B,"843,174",158,153.0,155.0,169.0,153.0,153.0,-26.0,-16.99%
MANDIRI SEKURITAS,CC,BKSL,Sentul City Tbk.,1/29/2026,48.4B,"3,432,889",141,57.2B,"3,936,515",145,140.0,140.0,159.0,131.0,155.0,2.0,1.29%
BNI Sekuritas,NI,BKSL,Sentul City Tbk.,1/29/2026,16.7B,"1,161,774",143,11.7B,"840,158",140,140.0,140.0,159.0,131.0,155.0,2.0,1.29%
MANDIRI SEKURITAS,CC,BKSL,Sentul City Tbk.,1/30/2026,24.9B,"1,586,172",157,27.1B,"1,701,568",160,157.0,158.0,166.0,150.0,151.0,-4.0,-2.65%
BNI Sekuritas,NI,BKSL,Sentul City Tbk.,1/30/2026,9.4B,"599,147",157,17.8B,"1,145,049",156,157.0,158.0,166.0,150.0,151.0,-4.0,-2.65%
BRI Danareksa Sekuritas,OD,BKSL,Sentul City Tbk.,1/30/2026,7.6B,"489,749",156,,,,157.0,158.0,166.0,150.0,151.0,-4.0,-2.65%
MANDIRI SEKURITAS,CC,BKSL,Sentul City Tbk.,2/2/2026,36.2B,"2,666,120",136,29B,"2,141,045",135,150.0,149.0,150.0,129.0,129.0,-22.0,-17.05%
BNI Sekuritas,NI,BKSL,Sentul City Tbk.,2/2/2026,9.3B,"687,653",135,,,,150.0,149.0,150.0,129.0,129.0,-22.0,-17.05%
BRI Danareksa Sekuritas,OD,BKSL,Sentul City Tbk.,2/2/2026,9.2B,"685,429",134,,,,150.0,149.0,150.0,129.0,129.0,-22.0,-17.05%
MANDIRI SEKURITAS,CC,BNBR,Bakrie & Brothers Tbk,1/28/2026,173.4M,13.869,125,,,,0.0,0.0,125.0,125.0,125.0,-13.0,-10.40%
BNI Sekuritas,NI,BNBR,Bakrie & Brothers Tbk,1/28/2026,288.5M,23.077,125,,,,0.0,0.0,125.0,125.0,125.0,-13.0,-10.40%
BRI Danareksa Sekuritas,OD,BNBR,Bakrie & Brothers Tbk,1/28/2026,36.2M,2.899,125,,,,0.0,0.0,125.0,125.0,125.0,-13.0,-10.40%
MANDIRI SEKURITAS,CC,BNBR,Bakrie & Brothers Tbk,1/29/2026,307.2M,27.182,113,,,,0.0,0.0,113.0,113.0,113.0,-12.0,-10.62%
MANDIRI SEKURITAS,CC,BNBR,Bakrie & Brothers Tbk,1/30/2026,1.2B,119.499,102,614.9M,56.175,109,0.0,0.0,110.0,102.0,102.0,-11.0,-10.78%
MANDIRI SEKURITAS,CC,BNBR,Bakrie & Brothers Tbk,2/2/2026,247.3M,26.882,92,,,,0.0,0.0,92.0,92.0,92.0,-10.0,-10.87%
BNI Sekuritas,NI,BNBR,Bakrie & Brothers Tbk,2/2/2026,51.3M,5.58,92,,,,0.0,0.0,92.0,92.0,92.0,-10.0,-10.87%
BRI Danareksa Sekuritas,OD,BNBR,Bakrie & Brothers Tbk,2/2/2026,36.2M,3.939,92,,,,0.0,0.0,92.0,92.0,92.0,-10.0,-10.87%
MANDIRI SEKURITAS,CC,BOAT,Newport Marine Services Tbk.,1/28/2026,646.1M,37.184,174,378.3M,21.292,178,190.0,190.0,190.0,168.0,170.0,-26.0,-15.29%
BNI Sekuritas,NI,BOAT,Newport Marine Services Tbk.,1/28/2026,99.5M,5.518,180,,,,190.0,190.0,190.0,168.0,170.0,-26.0,-15.29%
BRI Danareksa Sekuritas,OD,BOAT,Newport Marine Services Tbk.,1/28/2026,40.6M,2.303,176,,,,190.0,190.0,190.0,168.0,170.0,-26.0,-15.29%
MANDIRI SEKURITAS,CC,BOAT,Newport Marine Services Tbk.,1/29/2026,419.5M,27.225,154,362.9M,23.017,158,170.0,169.0,180.0,145.0,167.0,-3.0,-1.80%
BNI Sekuritas,NI,BOAT,Newport Marine Services Tbk.,1/29/2026,37.7M,2.406,157,,,,170.0,169.0,180.0,145.0,167.0,-3.0,-1.80%
MANDIRI SEKURITAS,CC,BOAT,Newport Marine Services Tbk.,1/30/2026,255.6M,14.792,173,40.8M,2.381,171,169.0,169.0,177.0,168.0,173.0,6.0,3.47%
BNI Sekuritas,NI,BOAT,Newport Marine Services Tbk.,1/30/2026,7M,410,172,,,,169.0,169.0,177.0,168.0,173.0,6.0,3.47%
BRI Danareksa Sekuritas,OD,BOAT,Newport Marine Services Tbk.,1/30/2026,,,,32.6M,1.893,172,169.0,169.0,177.0,168.0,173.0,6.0,3.47%
MANDIRI SEKURITAS,CC,BOAT,Newport Marine Services Tbk.,2/2/2026,310.4M,20.052,155,89.8M,5.884,153,173.0,175.0,175.0,148.0,148.0,-25.0,-16.89%
BNI Sekuritas,NI,BOAT,Newport Marine Services Tbk.,2/2/2026,56.6M,3.752,151,,,,173.0,175.0,175.0,148.0,148.0,-25.0,-16.89%
MANDIRI SEKURITAS,CC,BRMS,Bumi Resources Minerals Tbk.,1/28/2026,132.2B,"1,163,031","1,136",105.1B,"918,500","1,144",1190.0,1190.0,1195.0,1105.0,1105.0,-190.0,-17.19%
BNI Sekuritas,NI,BRMS,Bumi Resources Minerals Tbk.,1/28/2026,36.1B,"320,002","1,129",328.1B,"2,918,494","1,124",1190.0,1190.0,1195.0,1105.0,1105.0,-190.0,-17.19%
BRI Danareksa Sekuritas,OD,BRMS,Bumi Resources Minerals Tbk.,1/28/2026,,,,31.1B,"277,691","1,119",1190.0,1190.0,1195.0,1105.0,1105.0,-190.0,-17.19%
MANDIRI SEKURITAS,CC,BRMS,Bumi Resources Minerals Tbk.,1/29/2026,176.2B,"1,748,750","1,007",236.5B,"2,355,947","1,004",1080.0,1085.0,1120.0,940.0,1070.0,-35.0,-3.27%
BNI Sekuritas,NI,BRMS,Bumi Resources Minerals Tbk.,1/29/2026,,,,72.5B,"712,336","1,018",1080.0,1085.0,1120.0,940.0,1070.0,-35.0,-3.27%
MANDIRI SEKURITAS,CC,BRMS,Bumi Resources Minerals Tbk.,1/30/2026,32.6B,"305,788","1,066",89B,"831,460","1,071",1090.0,1085.0,1105.0,1020.0,1080.0,10.0,0.93%
BNI Sekuritas,NI,BRMS,Bumi Resources Minerals Tbk.,1/30/2026,15.5B,"144,496","1,070",17.8B,"163,311","1,091",1090.0,1085.0,1105.0,1020.0,1080.0,10.0,0.93%
MANDIRI SEKURITAS,CC,BRMS,Bumi Resources Minerals Tbk.,2/2/2026,34.1B,"364,951",935,42.4B,"453,802",935,985.0,985.0,1015.0,920.0,920.0,-160.0,-17.39%
BNI Sekuritas,NI,BRMS,Bumi Resources Minerals Tbk.,2/2/2026,26.1B,"280,534",931,,,,985.0,985.0,1015.0,920.0,920.0,-160.0,-17.39%
MANDIRI SEKURITAS,CC,BRPT,Barito Pacific Tbk.,1/28/2026,22.6B,97.916,2.311,82.4B,356.62,2.31,2300.0,2300.0,2390.0,2300.0,2300.0,-400.0,-17.39%
MANDIRI SEKURITAS,CC,BRPT,Barito Pacific Tbk.,1/29/2026,155.7B,749.856,2.076,145.6B,703.309,2.071,1955.0,1955.0,2310.0,1955.0,2200.0,-100.0,-4.55%
BNI Sekuritas,NI,BRPT,Barito Pacific Tbk.,1/29/2026,45.1B,214.633,2.099,32.6B,154.33,2.113,1955.0,1955.0,2310.0,1955.0,2200.0,-100.0,-4.55%
